SUMMARY OF GPS VELOCITIES

This file gives the GPS velocities used and the fits for the model in which permanent strain rates are
allowed in 8 of the blocks.
  
* in first column indicates velocity not used in solution
SITE = Site code
SRCE = Velocity source code (see Table 1)
BLCK = Block code (see Table 3) 
POLE = Pole this site constrains
Longit. = Longitude of site
Latit. = Latitude of site
Ve = East velocity from original source
Vn = North velocity from original source
Se = East velocity sigma from original source
Sn = North velocity sigma from original source
Sne = North-East correlation from original source
Enet = East reference frame adjustment 
Nnet = North reference frame adjustment 
Eref = East velocity in NOAM reference frame
Nref = North velocity in NOAM reference frame
Eela = East velocity from elastic strain
Nela = North velocity from elastic strain
Erot = East velocity from block rotation
Nrot = North velocity from block rotation
Estr = East velocity from permanent strain rate
Nstr = North velocity from permanent strain rate
Eres = East residual velocity
Nres = North residual velocity
Vres = Total residual velocity
Vsig = Velocity uncertainty in direction of Vres
R/S = Vres / Vsig

 SITE     SRCE BLCK POLE  Longit.   Latit.     Ve     Vn     Se     Sn    Sne    Enet   Nnet   Eref   Nref   Eela   Nela   Erot   Nrot   Estr   Nstr   Eres   Nres   Vres   Vsig    R/S
 7001     WUSC EMOJ PO26  243.531   34.560   -4.8    2.3    3.7    3.1  0.0779    0.7   -0.1   -5.4    2.4   -0.9    1.6   -6.3    4.1    0.0    0.0    1.7   -3.3    3.7    3.1    1.2
 7001_GPS CMM3 EMOJ PO26  243.531   34.560   -4.5    3.8    1.1    1.1 -0.0500    0.3   -0.1   -4.9    3.8   -0.9    1.6   -6.3    4.1    0.0    0.0    2.3   -1.9    2.9    1.1    2.6
 7085_GPS CMM3 EMOJ PO26  243.114   35.424   -8.2    7.4    1.3    1.6 -0.0180    0.3   -0.1   -8.5    7.5   -0.5    2.1   -5.3    4.4    0.0    0.0   -2.7    1.0    2.9    1.4    2.1
 7221     ITRF SNEV PO04  239.056   39.974  -21.1   -6.3    0.5    0.5 -0.2283  -12.3  -13.5   -8.8    7.2    0.2    0.2   -8.8    8.3    0.0    0.0   -0.2   -1.3    1.3    0.5    2.7
 7288     MC01 EMOJ PO26  243.108   35.331   -4.8    6.2    0.5    0.4  0.0250    2.1   -0.8   -6.9    7.0   -0.7    2.4   -5.4    4.4    0.0    0.0   -0.8    0.1    0.8    0.4    1.8
 7288_GLA CMM3 EMOJ PO26  243.108   35.331   -6.3    6.0    0.8    0.9 -0.0530    0.3   -0.1   -6.6    6.0   -0.7    2.4   -5.4    4.4    0.0    0.0   -0.5   -0.8    1.0    0.8    1.2
 7295     ITRF NOAM PO01  279.616   25.613   -9.8    1.3    0.5    0.5  0.2265  -10.9    1.0    1.1    0.3    0.0    0.0    0.0    0.0    0.0    0.0    1.1    0.3    1.1    0.5    2.1
 7HLI_GPS CMM3 SALI PO16  239.700   34.960  -28.8   33.7    1.5    1.4 -0.0220    0.3    0.0  -29.2   33.8    2.0    0.1  -32.5   33.8    1.0   -1.8    0.3    1.7    1.7    1.4    1.2
 928__EDM CMM3 EBAJ PO21  244.336   32.204  -25.9   28.5    1.4    1.3  0.1640    0.3   -0.1  -26.2   28.6    1.5   -2.8  -28.1   31.8    0.0    0.0    0.4   -0.3    0.5    1.2    0.4
 A1ZZ_QLT TH01 WEBR PO20  239.961   39.791   -8.6    4.3    1.3    0.7 -0.0800    0.0   -0.3   -8.6    4.6    0.0    0.3   -6.3    5.4   -1.0   -0.4   -1.4   -0.8    1.6    1.2    1.4
 A21Z_QLT TH01 WEBR PO20  239.858   39.358  -13.4    4.2    1.9    1.1 -0.1700    0.0   -0.3  -13.4    4.5   -0.1    0.5   -6.6    5.5   -1.0    0.0   -5.7   -1.5    5.9    1.8    3.2
 A22Z_QLT TH01 WEBR PO20  239.967   39.239   -8.6    5.9    1.7    1.3 -0.3300    0.1   -0.3   -8.7    6.2   -0.1    0.5   -6.7    5.4   -0.8    0.1   -1.1    0.2    1.1    1.7    0.6
 A23Z_QLT TH01 WEBR PO20  240.077   39.111  -12.3    5.5    2.0    1.2 -0.1400    0.1   -0.3  -12.4    5.7    0.0    0.5   -6.8    5.4   -0.7    0.2   -4.8   -0.3    4.8    2.0    2.5
 A25Z_QLT TH01 WEBR PO20  240.226   39.102  -11.1    6.4    1.3    0.9 -0.1400    0.1   -0.3  -11.2    6.7    0.0    0.4   -6.8    5.3   -0.6    0.1   -3.8    0.8    3.9    1.3    3.0
 A27Z_QLT TH01 WEBR PO20  240.450   39.283   -7.0    6.2    1.4    1.1 -0.1200    0.1   -0.2   -7.1    6.5    0.2    0.3   -6.6    5.2   -0.5   -0.1   -0.1    1.0    1.0    1.1    0.9
 A28Z_QLT TH01 WEBR PO20  240.595   39.350  -10.2    4.3    2.1    1.2 -0.1000    0.0   -0.2  -10.3    4.6    0.2    0.3   -6.6    5.1   -0.4   -0.1   -3.5   -0.7    3.6    2.0    1.8
 A29Z_QLT TH01 WEBR PO20  240.807   39.429   -6.0    5.2    1.3    1.0 -0.1500    0.0   -0.2   -6.1    5.4    0.3    0.2   -6.5    5.0   -0.2   -0.2    0.4    0.4    0.5    1.0    0.5
 A2ZZ_QLT TH01 SNEV PO04  239.675   39.318  -12.2    4.3    1.9    1.1 -0.1400    0.0   -0.3  -12.2    4.6    0.2    0.1   -9.2    8.0    0.0    0.0   -3.2   -3.5    4.8    1.4    3.4
 A3ZZ_QLT TH01 WEBR PO20  240.076   38.778  -12.5    5.5    1.1    0.8 -0.0200    0.1   -0.3  -12.6    5.8   -0.2    0.7   -7.0    5.4   -0.6    0.4   -4.7   -0.7    4.8    1.1    4.5
 A586_GPS CMM3 ANZA PO23  243.164   33.484  -23.2   26.9    1.1    1.1 -0.0870    0.3   -0.1  -23.5   26.9    3.0   -3.5  -26.8   30.3   -0.1   -0.2    0.4    0.3    0.4    1.1    0.4
 ABER     MC01 WEBR PO20  241.712   36.979   -7.0    6.8    0.7    0.7 -0.0230    1.8   -1.0   -8.8    7.7   -1.1    1.2   -8.3    4.6    1.1    1.7   -0.6    0.3    0.6    0.7    0.9
 ACUT_GPS CMM3 SALT PO12  244.391   33.030   -8.6   11.2    1.1    1.1 -0.0410    0.3   -0.1   -8.9   11.3   -0.6   -4.5  -16.3   22.0    4.1   -3.1    3.8   -3.1    5.0    1.1    4.4
 AGUE     RB03 PANA PO25  242.947   36.357   -2.4    4.2    1.4    1.6 -0.0841    0.2   -0.3   -2.6    4.6   -0.8    0.8   -3.8    2.7    0.0    0.0    2.0    1.0    2.2    1.4    1.6
 AGUE     WUSC PANA PO25  242.947   36.357   -3.0    4.2    1.6    1.8 -0.0800    0.7   -0.1   -3.7    4.3   -0.8    0.8   -3.8    2.7    0.0    0.0    0.9    0.7    1.2    1.6    0.7
 AIRR_GPS CMM3 SGAB PO10  241.257   34.751  -21.4   18.2    1.1    1.1 -0.0380    0.3    0.0  -21.7   18.2    7.4   -8.5  -28.7   27.1    0.3    1.6   -0.7   -1.9    2.1    1.1    1.8
 AIRW_EDM CMM3 SALI PO16  239.395   35.325  -30.5   32.4    1.1    1.1 -0.2280    0.3    0.0  -30.9   32.4    2.8    0.4  -31.8   34.2    0.3   -0.9   -2.1   -1.3    2.5    1.0    2.5
*AIS1     ITRF NOAM PO01  228.400   55.069  -13.2  -12.9    0.9    0.9 -0.2085  -12.7  -16.5   -0.5    3.6    0.0    0.0    0.0    0.0    0.0    0.0   -0.5    3.6    3.6    0.9    3.9
 ALAM     RB03 EBNR PO13  244.842   37.358   -3.3    0.2    1.0    0.8  0.1124    0.2   -0.3   -3.5    0.5   -0.1    0.3   -2.9    0.9    0.0    0.0   -0.5   -0.7    0.8    0.9    0.9
*ALAM     WUSC EBNR PO13  244.842   37.358    0.1    1.1    4.7    4.0  0.1126    0.7   -0.1   -0.6    1.2   -0.1    0.3   -2.9    0.9    0.0    0.0    2.4    0.0    2.4    4.7    0.5
 ALGO     BEAV NOAM PO01  281.928   45.955  -16.3    2.1    0.4    0.5  0.0000  -16.9    2.4    0.6   -0.3    0.0    0.0    0.0    0.0    0.0    0.0    0.6   -0.3    0.6    0.4    1.5
 ALGO     ITRF NOAM PO01  281.929   45.956  -16.6    1.3    0.5    0.5  0.2593  -16.8    1.8    0.2   -0.5    0.0    0.0    0.0    0.0    0.0    0.0    0.2   -0.5    0.6    0.5    1.3
 ALGO     RB03 NOAM PO01  281.929   45.956    0.3   -0.4    0.5    0.5 -0.0438    0.0    0.0    0.3   -0.4    0.0    0.0    0.0    0.0    0.0    0.0    0.3   -0.4    0.5    0.5    1.0
 ALGO     WUSC NOAM PO01  281.929   45.956    0.0   -0.6    0.8    0.8  0.0301    0.6    0.0   -0.5   -0.6    0.0    0.0    0.0    0.0    0.0    0.0   -0.5   -0.6    0.8    0.8    1.0
 ALGO_GPS CMM3 NOAM PO01  281.929   45.956    0.4   -0.7    0.5    0.5  0.0010    0.3   -0.2    0.1   -0.5    0.0    0.0    0.0    0.0    0.0    0.0    0.1   -0.5    0.5    0.5    1.2
 ALLE_EDM CMM3 SALI PO16  239.915   35.185  -27.2   30.1    1.3    1.2  0.0450    0.3    0.0  -27.5   30.2    3.5   -2.6  -31.9   33.4    1.4   -1.3   -0.5    0.7    0.8    1.2    0.7
 ALMO_EDM CMM3 SALI PO16  239.547   35.552  -25.6   30.4    0.9    0.9 -0.1470    0.3    0.0  -25.9   30.5    4.3   -1.4  -31.2   34.0    0.5   -0.4    0.5   -1.7    1.8    1.0    1.9
 ALMO_GPS CMM3 SALI PO16  239.547   35.552  -25.2   31.6    0.8    0.9 -0.0550    0.3    0.0  -25.6   31.6    4.3   -1.4  -31.2   34.0    0.5   -0.4    0.8   -0.6    1.0    0.9    1.2
 ALPN_GPS CMM3 SGAB PO10  241.891   34.544  -19.1   20.6    1.2    1.3 -0.0840    0.3    0.0  -19.4   20.6    8.3   -6.9  -28.9   26.4    0.4    1.2    0.7   -0.1    0.7    1.2    0.6
 ALSA_EDM CMM3 NOAM PO01  244.389   33.196   -6.8    1.6    1.1    1.2 -0.0500    0.3   -0.1   -7.1    1.7   -5.1    1.4    0.0    0.0    0.0    0.0   -2.0    0.3    2.1    1.1    1.9
 ALVA_GPS CMM3 PACI PO02  239.383   34.593  -30.7   35.0    1.4    1.2 -0.0370    0.3    0.0  -31.0   35.1   -0.1   -2.9  -31.7   38.1    0.0    0.0    0.7   -0.2    0.7    1.4    0.5
 AMBO_GPS CMM3 EBNR PO13  244.257   34.559   -1.6   -0.8    1.1    1.1 -0.0950    0.3   -0.1   -1.9   -0.7   -0.3    1.0   -2.2    0.7    0.0    0.0    0.6   -2.4    2.5    1.1    2.2
 AMCT     ITRF NOAM PO01  255.475   38.803  -17.6  -10.8    1.6    2.8 -0.5411  -14.0   -8.1   -3.6   -2.7   -0.1    0.0    0.0    0.0    0.0    0.0   -3.5   -2.7    4.5    1.5    3.0
 ANGA_GPS CMM3 SGAB PO10  242.395   34.172  -22.0   22.8    1.2    1.2 -0.1170    0.3   -0.1  -22.4   22.8    4.5   -4.1  -29.3   25.9   -0.1   -0.9    2.6    1.9    3.2    1.1    2.8
 ANTX_EDM CMM3 SGAB PO10  242.325   34.248  -18.9   21.3    1.5    2.3  0.4870    0.3   -0.1  -19.2   21.3    6.2   -4.0  -29.2   25.9    0.0   -0.4    3.8   -0.2    3.8    1.4    2.7
 ANZA_GLA CMM3 ANZA PO23  243.338   33.556  -20.0   24.5    0.9    0.9 -0.0580    0.3   -0.1  -20.3   24.6    5.5   -5.6  -26.7   30.2    0.1   -0.2    0.7    0.1    0.7    0.9    0.8
 ANZA_GPS CMM3 ANZA PO23  243.338   33.556  -17.8   26.5    3.2    2.7  0.0280    0.3   -0.1  -18.1   26.6    5.5   -5.6  -26.7   30.2    0.1   -0.2    2.9    2.1    3.5    3.1    1.1
 ANZC_GPS CMM3 SALT PO12  243.369   33.558  -19.1   23.7    1.0    1.0 -0.0430    0.3   -0.1  -19.5   23.7   -3.4    0.1  -16.3   22.2    1.1    0.4   -0.8    1.1    1.4    1.0    1.3
 AOA1     ITRF VENT PO19  241.170   34.157  -39.3   18.3    2.1    1.9 -0.4176  -11.2  -12.9  -28.1   31.2    0.9   -1.2  -29.9   31.2    0.9   -0.5    0.0    1.7    1.7    1.9    0.9
 AOA1     WUSC VENT PO19  241.170   34.157  -27.7   30.8    0.8    0.8 -0.1530    0.7   -0.1  -28.4   30.8    0.9   -1.2  -29.9   31.2    0.9   -0.5   -0.4    1.4    1.4    0.8    1.7
 AOA1_GPS CMM3 VENT PO19  241.170   34.157  -28.6   29.8    0.9    0.9 -0.0610    0.3    0.0  -28.9   29.9    0.9   -1.2  -29.9   31.2    0.9   -0.5   -0.8    0.4    0.9    0.9    1.1
 AOML     ITRF NOAM PO01  279.838   25.735  -10.3    1.4    0.9    1.0  0.2922  -10.9    1.1    0.6    0.3    0.0    0.0    0.0    0.0    0.0    0.0    0.6    0.3    0.7    1.0    0.7
 AOML     RB03 NOAM PO01  279.838   25.735    0.3    1.1    0.5    0.5 -0.0780    0.3    0.0    0.0    1.1    0.0    0.0    0.0    0.0    0.0    0.0    0.0    1.1    1.1    0.5    2.2
 APAC_EDM CMM3 SALI PO16  240.683   34.757  -24.9   22.4    0.9    1.0 -0.0300    0.3    0.0  -25.3   22.4    2.6   -6.4  -32.7   32.3    3.1   -2.4    1.7   -1.0    2.0    1.0    2.1
 APEX     RB03 EBNR PO13  245.068   36.319   -4.4    0.8    1.0    0.9  0.0984    0.2   -0.3   -4.6    1.2   -0.2    0.3   -2.6    0.9    0.0    0.0   -1.9   -0.1    1.9    1.0    1.9
*APEX     WUSC EBNR PO13  245.068   36.319   -6.2    1.6    2.2    2.1  0.0474    0.7   -0.1   -6.9    1.6   -0.2    0.3   -2.6    0.9    0.0    0.0   -4.1    0.4    4.1    2.2    1.9
 ARGU     RB03 INYO PO24  242.478   36.050   -7.8    7.2    1.0    0.9  0.0940    0.2   -0.3   -8.0    7.5   -1.7    2.2   -5.9    4.1    0.0    0.0   -0.4    1.2    1.3    0.8    1.5
*ARGU     WUSC INYO PO24  242.478   36.050   -6.4    6.7    2.1    2.1  0.0253    0.7   -0.1   -7.1    6.8   -1.7    2.2   -5.9    4.1    0.0    0.0    0.5    0.5    0.7    2.1    0.3
 ARLI_EDM CMM3 ANZA PO23  242.529   33.871  -23.5   25.8    1.0    1.1 -0.0880    0.3   -0.1  -23.8   25.8    2.6   -4.1  -26.6   30.8   -0.3   -1.0    0.4    0.1    0.4    1.0    0.4
*ARP3     ITRF NOAM PO01  262.941   27.838  -17.4   -5.6    1.5    1.4 -0.1459  -11.3   -5.4   -6.1   -0.2    0.0    0.0    0.0    0.0    0.0    0.0   -6.1   -0.2    6.1    1.5    4.1
*ASA1     WUSC NOAM PO01  244.754   32.629   -3.2    8.7    1.3    1.3  0.0014    0.7   -0.1   -3.9    8.7   -5.8    4.1    0.0    0.0    0.0    0.0    1.8    4.6    5.0    1.3    3.9
 ASA1_GPS CMM3 NOAM PO01  244.754   32.629   -6.9    7.4    1.1    1.0 -0.0400    0.3   -0.1   -7.3    7.5   -5.7    4.1    0.0    0.0    0.0    0.0   -1.5    3.4    3.7    1.0    3.8
 ASBE_EDM CMM3 SALT PO12  243.541   33.628  -15.1   18.3    0.9    1.0  0.0140    0.3   -0.1  -15.4   18.3   -0.4   -2.8  -16.3   22.2    0.9   -0.4    0.4   -0.6    0.7    0.9    0.8
 ASBS_GPS CMM3 SALT PO12  243.538   33.620  -14.9   18.1    0.9    1.0 -0.0660    0.3   -0.1  -15.2   18.2   -0.6   -2.7  -16.3   22.2    0.9   -0.4    0.7   -0.9    1.1    1.0    1.1
 ASHV     ITRF NOAM PO01  277.454   35.599  -13.9    0.9    2.7    2.8  0.1536  -14.0    0.1    0.1    0.8    0.0    0.0    0.0    0.0    0.0    0.0    0.1    0.8    0.8    2.9    0.3
 AVRY     WUSC MOJA PO11  242.846   34.468  -11.0   14.5    1.6    1.5  0.0258    0.7   -0.1  -11.7   14.6   -2.6    2.3   -9.7   12.0   -0.5   -0.2    1.0    0.5    1.1    1.6    0.7
 AVRY_GPS CMM3 MOJA PO11  242.846   34.468  -14.1   13.9    1.0    1.0 -0.0400    0.3   -0.1  -14.4   13.9   -2.6    2.3   -9.7   12.0   -0.5   -0.1   -1.7   -0.2    1.7    1.0    1.7
 AZU1     WUSC ANZA PO23  242.104   34.126  -24.5   23.6    0.8    0.8 -0.1455    0.7   -0.1  -25.2   23.6    2.0   -5.4  -26.4   31.1   -0.5   -1.5   -0.3   -0.5    0.6    0.7    0.8
 AZU1_GPS CMM3 ANZA PO23  242.103   34.126  -25.8   23.4    0.9    0.9 -0.0570    0.3   -0.1  -26.1   23.5    2.0   -5.4  -26.4   31.1   -0.5   -1.5   -1.2   -0.6    1.4    0.9    1.5
 B1ZZ_QLT TH01 WEBR PO20  241.297   39.996   -5.0    3.1    1.5    1.1 -0.1000    0.0   -0.2   -5.0    3.3    0.5   -0.1   -6.1    4.8    0.0   -0.8    0.6   -0.6    0.9    1.3    0.6
 B21Z_QLT TH01 WEBR PO20  241.133   39.494   -5.3    4.7    1.7    1.1 -0.1000    0.0   -0.2   -5.3    4.8    0.5    0.0   -6.5    4.9    0.0   -0.4    0.6    0.3    0.7    1.5    0.5
 B22Z_QLT TH01 WEBR PO20  241.354   39.398   -4.6    4.1    1.6    1.1 -0.1000    0.0   -0.1   -4.6    4.2    0.8   -0.2   -6.5    4.7    0.2   -0.3    0.9    0.0    0.9    1.6    0.5
 B23Z_QLT TH01 WEBR PO20  241.528   39.299   -5.3    4.4    1.6    1.0 -0.1200    0.0   -0.1   -5.3    4.5    1.2   -0.5   -6.6    4.7    0.4   -0.3   -0.3    0.7    0.7    1.2    0.6
 B25Z_QLT TH01 WEBR PO20  241.689   39.274   -3.9    4.2    1.2    0.8 -0.1300    0.1   -0.1   -3.9    4.3    1.4   -1.2   -6.6    4.6    0.5   -0.3    0.8    1.2    1.4    0.9    1.7
 B27Z_QLT TH01 WEBR PO20  241.827   39.286   -2.8    4.3    1.5    1.0 -0.1100    0.0   -0.1   -2.8    4.4    1.3   -1.8   -6.6    4.5    0.6   -0.3    1.8    2.0    2.7    1.2    2.2
 B28Z_QLT TH01 EBNR PO13  241.983   39.275   -5.2    3.6    1.8    1.3 -0.1400    0.1   -0.1   -5.3    3.7   -1.1    1.6   -3.4    0.2    0.0    0.0   -0.8    1.9    2.0    1.5    1.4
 B29Z_QLT TH01 EBNR PO13  242.141   39.284   -1.5    3.4    1.6    1.1 -0.1500    0.0   -0.1   -1.6    3.5   -0.9    1.3   -3.4    0.2    0.0    0.0    2.7    2.0    3.3    1.4    2.4
 B2ZZ_QLT TH01 WEBR PO20  241.061   39.513   -5.1    4.7    0.9    0.7 -0.1500    0.0   -0.2   -5.2    4.9    0.5    0.1   -6.4    4.9   -0.1   -0.4    0.9    0.3    0.9    0.8    1.1
 B3ZZ_QLT TH01 WEBR PO20  240.756   38.988   -5.3    5.5    0.9    0.6 -0.0500    0.1   -0.2   -5.4    5.7    0.3    0.3   -6.8    5.0   -0.2    0.1    1.3    0.2    1.4    0.8    1.6
 B587_GPS CMM3 SALT PO12  243.484   33.571  -17.7   21.9    1.2    1.3 -0.0180    0.3   -0.1  -18.0   22.0   -1.8   -1.5  -16.3   22.2    1.1   -0.1   -1.0    1.4    1.7    1.3    1.4
 BACH_EDM CMM3 ANZA PO23  242.938   33.605  -24.3   25.8    1.0    1.4  0.1020    0.3   -0.1  -24.7   25.8    2.8   -3.2  -26.7   30.5   -0.2   -0.5   -0.6   -1.0    1.2    1.4    0.9
 BAD__EDM CMM3 SGAB PO10  242.235   34.358  -19.3   18.8    1.1    1.9  0.2300    0.3   -0.1  -19.6   18.9    8.5   -5.5  -29.1   26.0    0.2    0.4    0.8   -2.0    2.1    1.7    1.3
*BALD     WUSC MOJA PO11  242.606   34.462  -15.1   22.2    4.9    4.5  0.0807    0.7   -0.1  -15.7   22.3   -3.4    4.2   -9.7   11.9   -0.4   -0.4   -2.2    6.6    7.0    4.4    1.6
 BALD_GLA CMM3 MOJA PO11  242.606   34.462  -15.2   14.2    1.6    1.6 -0.0380    0.3   -0.1  -15.6   14.3   -3.4    4.2   -9.7   11.9   -0.4   -0.4   -2.1   -1.4    2.5    1.5    1.6
 BAMA     MC01 WEBR PO20  241.881   36.603   -6.6    7.0    0.6    0.6 -0.0320    1.9   -1.0   -8.5    8.0   -1.7    1.8   -8.5    4.5    1.3    1.9    0.4   -0.2    0.5    0.6    0.8
 BAMA_GPS CMM3 WEBR PO20  241.880   36.603   -8.5    7.9    0.9    0.9 -0.0410    0.3    0.0   -8.8    8.0   -1.7    1.8   -8.5    4.5    1.3    1.9    0.1   -0.2    0.3    1.0    0.3
 BARR_EDM CMM3 SALI PO16  239.427   35.456  -27.6   31.6    1.0    1.0 -0.2040    0.3    0.0  -28.0   31.7    3.2   -0.2  -31.5   34.2    0.3   -0.6   -0.1   -1.8    1.8    1.0    1.7
 BARR_GPS CMM3 SALI PO16  239.427   35.456  -27.2   33.2    0.9    0.9 -0.0590    0.3    0.0  -27.6   33.2    3.2   -0.2  -31.5   34.2    0.3   -0.6    0.3   -0.3    0.4    0.9    0.5
*BAY1     ITRF NOAM PO01  197.293   55.190   -6.3  -25.5    1.0    1.2 -0.0335   -4.1  -21.6   -2.2   -3.9    0.0    0.0    0.0    0.0    0.0    0.0   -2.2   -3.9    4.5    1.1    4.0
 BBRY     WUSC MOJA PO11  243.116   34.264  -11.4   16.9    1.1    1.1 -0.0232    0.7   -0.1  -12.1   17.0   -2.6    3.6   -9.6   12.1   -0.8   -0.3    0.9    1.6    1.9    1.1    1.7
 BEAL_EDM CMM3 NOAM PO01  244.642   33.355   -2.1    0.4    1.0    1.4 -0.0970    0.3   -0.1   -2.4    0.4   -3.7    1.6    0.0    0.0    0.0    0.0    1.3   -1.1    1.7    1.3    1.4
*BEAR_GLA CMM3 MOJA PO11  243.116   34.264  -14.9   21.3    0.9    1.0 -0.0540    0.3   -0.1  -15.3   21.4   -2.6    3.6   -9.6   12.1   -0.8   -0.3   -2.2    6.0    6.4    1.0    6.5
 BEAT     RB03 EBNR PO13  243.379   37.040   -3.1    0.4    0.8    0.7  0.0989    0.2   -0.3   -3.3    0.7   -0.5    0.9   -2.8    0.5    0.0    0.0    0.0   -0.7    0.7    0.7    1.0
*BEAT     WUSC EBNR PO13  243.379   37.040   -4.2   -1.2    1.6    1.6  0.0327    0.7   -0.1   -4.9   -1.2   -0.5    0.9   -2.8    0.5    0.0    0.0   -1.7   -2.5    3.0    1.6    1.9
 BEE1_EDM CMM3 WBAJ PO18  242.300   33.729  -25.5   27.9    1.1    1.0 -0.0710    0.3   -0.1  -25.9   27.9    2.2   -2.7  -28.4   30.4    0.0    0.0    0.4    0.2    0.4    1.1    0.4
 BELA_GPS CMM3 WBAJ PO18  242.520   33.523  -27.1   29.2    2.0    2.2 -0.0040    0.3   -0.1  -27.5   29.2    2.2   -1.8  -28.7   30.2    0.0    0.0   -0.9    0.9    1.3    2.1    0.6
 BENH_EDM CMM3 SALI PO16  239.649   35.746  -22.1   27.7    0.8    0.8 -0.0490    0.3    0.0  -22.5   27.8    7.3   -5.2  -30.8   33.8    0.7    0.1    0.3   -0.9    1.0    0.9    1.1
 BENH_GPS CMM3 SALI PO16  239.649   35.746  -22.0   28.2    0.8    0.9 -0.0560    0.3    0.0  -22.3   28.3    7.3   -5.2  -30.8   33.8    0.7    0.1    0.5   -0.4    0.6    0.9    0.7
 BERD     WUSC SMOJ PO01  243.825   33.810   -6.0    8.8    1.3    1.3  0.0019    0.7   -0.1   -6.7    8.9   -7.0    8.5    0.0    0.0    0.0    0.0    0.3    0.4    0.5    1.3    0.4
 BERD_GPS CMM3 SMOJ PO01  243.825   33.810   -6.7    7.8    1.1    1.1 -0.0340    0.3   -0.1   -7.0    7.9   -7.0    8.5    0.0    0.0    0.0    0.0    0.0   -0.7    0.7    1.0    0.7
*BGIS     WUSC WBAJ PO18  241.840   33.967  -25.0   21.7    3.3    3.0  0.0781    0.7   -0.1  -25.7   21.8    1.9   -3.7  -28.2   30.9    0.0    0.0    0.5   -5.4    5.4    3.0    1.8
 BILL     WUSC ANZA PO23  242.935   33.578  -22.0   25.3    0.8    0.8 -0.0006    0.7   -0.1  -22.7   25.4    2.6   -3.1  -26.8   30.5   -0.2   -0.4    1.7   -1.6    2.3    0.8    2.9
*BKMS     WUSC WBAJ PO18  241.905   33.962  -26.9   31.0    0.8    0.8 -0.0053    0.7   -0.1  -27.6   31.1    2.0   -3.8  -28.2   30.8    0.0    0.0   -1.4    4.0    4.3    0.8    5.4
*BKMS_GPS CMM3 WBAJ PO18  241.905   33.962  -29.5   30.4    1.0    1.0 -0.0470    0.3    0.0  -29.9   30.5    2.0   -3.8  -28.2   30.8    0.0    0.0   -3.7    3.5    5.1    1.0    4.9
 BL28_EDM CMM3 WBAJ PO18  242.337   33.806  -25.4   27.2    1.1    1.0 -0.0250    0.3   -0.1  -25.7   27.2    2.6   -3.3  -28.3   30.4    0.0    0.0    0.0    0.2    0.2    1.0    0.2
 BL39_EDM CMM3 SALT PO12  243.767   33.257  -19.7   23.0    1.1    1.1  0.0250    0.3   -0.1  -20.0   23.0   -4.6    0.3  -16.4   22.1    2.7   -0.9   -1.8    1.5    2.4    1.0    2.3
 BL56_EDM CMM3 SALI PO16  239.168   35.359  -28.9   35.6    1.1    1.2 -0.1250    0.3    0.0  -29.3   35.7    2.7    1.3  -31.8   34.6   -0.2   -0.7    0.1    0.6    0.6    1.2    0.5
 BLAC     WUSC NOAM PO01  244.280   33.664   -3.5    2.1    1.0    1.1 -0.0165    0.7   -0.1   -4.2    2.2   -3.6    3.9    0.0    0.0    0.0    0.0   -0.6   -1.7    1.8    1.0    1.7
 BLAC_GLA CMM3 NOAM PO01  244.280   33.664   -3.4    1.5    0.9    0.9 -0.0600    0.3   -0.1   -3.7    1.5   -3.6    3.9    0.0    0.0    0.0    0.0   -0.1   -2.3    2.3    0.9    2.7
 BLAC_GPS CMM3 NOAM PO01  244.280   33.664   -5.8    2.5    1.1    1.1 -0.0530    0.3   -0.1   -6.2    2.6   -3.6    3.9    0.0    0.0    0.0    0.0   -2.5   -1.3    2.9    1.1    2.6
 BLAK     MC01 EBNR PO13  243.425   36.809   -1.0    0.6    0.7    0.7  0.0060    1.9   -0.7   -2.9    1.3   -0.5    0.9   -2.7    0.5    0.0    0.0    0.3   -0.1    0.4    0.7    0.5
 BLAN     WUSC SALI PO16  238.716   35.665  -28.7   34.9    2.7    2.3  0.0329    0.7   -0.1  -29.4   34.9    2.2    1.6  -31.3   35.3   -1.2    0.1    0.9   -2.0    2.2    2.4    0.9
 BLAN_GPS CMM3 SALI PO16  238.716   35.665  -29.4   37.3    1.0    1.0 -0.0350    0.3    0.0  -29.8   37.4    2.2    1.6  -31.3   35.3   -1.2    0.1    0.5    0.5    0.7    1.0    0.7
 BLHL     WUSC SALI PO16  239.168   35.359  -28.6   34.8    2.2    1.9  0.0028    0.7   -0.1  -29.3   34.9    2.7    1.3  -31.8   34.6   -0.2   -0.7    0.1   -0.2    0.2    1.9    0.1
 BLHL_GPS CMM3 SALI PO16  239.168   35.359  -28.7   35.7    0.8    0.9 -0.0620    0.3    0.0  -29.0   35.7    2.7    1.3  -31.8   34.6   -0.2   -0.7    0.3    0.6    0.7    0.8    0.9
 BLUF     WUSC PACI PO02  241.481   32.927  -29.0   36.0    2.7    2.2 -0.0066    0.7   -0.1  -29.7   36.0    1.5   -1.8  -32.9   36.7    0.0    0.0    1.7    1.1    2.0    2.6    0.8
 BLUF_GPS CMM3 PACI PO02  241.481   32.927  -29.7   34.9    0.9    0.9 -0.0710    0.3    0.0  -30.0   34.9    1.5   -1.8  -32.9   36.7    0.0    0.0    1.4    0.0    1.4    0.9    1.5
